
Number of training patterns: 800

Initial weights : w5 =   9.5799 w4 =   6.6507 w3 =   2.8357 w2 =   6.3874 w1 =   5.6378 w0 =   5.2085 
Training weights: w5 =   0.0267 w4 =   0.0284 w3 =  -0.0872 w2 =  -0.3014 w1 =  -0.0209 w0 =   2.4740 Iteration 651: Error Rate = 42.12%
Training weights: w5 =   0.0259 w4 =   0.0300 w3 =  -0.0885 w2 =  -0.2996 w1 =  -0.0166 w0 =   2.4704 Iteration 652: Error Rate = 40.25%
Training weights: w5 =   0.0295 w4 =   0.0309 w3 =  -0.0905 w2 =  -0.3009 w1 =  -0.0198 w0 =   2.4664 Iteration 653: Error Rate = 39.75%
Training weights: w5 =   0.0274 w4 =   0.0291 w3 =  -0.0909 w2 =  -0.3025 w1 =  -0.0256 w0 =   2.4625 Iteration 654: Error Rate = 36.38%
Training weights: w5 =   0.0326 w4 =   0.0335 w3 =  -0.0841 w2 =  -0.2969 w1 =  -0.0193 w0 =   2.4595 Iteration 655: Error Rate = 37.50%
Training weights: w5 =   0.0279 w4 =   0.0268 w3 =  -0.0933 w2 =  -0.3014 w1 =  -0.0230 w0 =   2.4546 Iteration 656: Error Rate = 40.88%
Training weights: w5 =   0.0264 w4 =   0.0274 w3 =  -0.0906 w2 =  -0.2981 w1 =  -0.0217 w0 =   2.4510 Iteration 657: Error Rate = 38.25%
Training weights: w5 =   0.0287 w4 =   0.0278 w3 =  -0.0896 w2 =  -0.2943 w1 =  -0.0196 w0 =   2.4476 Iteration 658: Error Rate = 37.50%
Training weights: w5 =   0.0309 w4 =   0.0292 w3 =  -0.0880 w2 =  -0.2934 w1 =  -0.0196 w0 =   2.4441 Iteration 659: Error Rate = 35.88%
Training weights: w5 =   0.0223 w4 =   0.0296 w3 =  -0.0887 w2 =  -0.2977 w1 =  -0.0167 w0 =   2.4400 Iteration 660: Error Rate = 37.88%
Training weights: w5 =   0.0231 w4 =   0.0294 w3 =  -0.0860 w2 =  -0.2946 w1 =  -0.0138 w0 =   2.4368 Iteration 661: Error Rate = 36.25%
Training weights: w5 =   0.0315 w4 =   0.0320 w3 =  -0.0839 w2 =  -0.2896 w1 =  -0.0142 w0 =   2.4337 Iteration 662: Error Rate = 36.12%
Training weights: w5 =   0.0263 w4 =   0.0248 w3 =  -0.0969 w2 =  -0.2976 w1 =  -0.0251 w0 =   2.4284 Iteration 663: Error Rate = 40.12%
Training weights: w5 =   0.0330 w4 =   0.0328 w3 =  -0.0882 w2 =  -0.2896 w1 =  -0.0206 w0 =   2.4254 Iteration 664: Error Rate = 38.00%
Training weights: w5 =   0.0265 w4 =   0.0270 w3 =  -0.0883 w2 =  -0.2971 w1 =  -0.0211 w0 =   2.4211 Iteration 665: Error Rate = 35.88%
Training weights: w5 =   0.0300 w4 =   0.0235 w3 =  -0.0935 w2 =  -0.2997 w1 =  -0.0245 w0 =   2.4166 Iteration 666: Error Rate = 41.12%
Training weights: w5 =   0.0286 w4 =   0.0275 w3 =  -0.0878 w2 =  -0.2946 w1 =  -0.0215 w0 =   2.4136 Iteration 667: Error Rate = 37.00%
Training weights: w5 =   0.0263 w4 =   0.0283 w3 =  -0.0832 w2 =  -0.2944 w1 =  -0.0186 w0 =   2.4099 Iteration 668: Error Rate = 37.88%
Training weights: w5 =   0.0202 w4 =   0.0235 w3 =  -0.0850 w2 =  -0.2998 w1 =  -0.0249 w0 =   2.4058 Iteration 669: Error Rate = 36.50%
Training weights: w5 =   0.0150 w4 =   0.0285 w3 =  -0.0814 w2 =  -0.2954 w1 =  -0.0153 w0 =   2.4025 Iteration 670: Error Rate = 39.88%
Training weights: w5 =   0.0263 w4 =   0.0345 w3 =  -0.0759 w2 =  -0.2872 w1 =  -0.0167 w0 =   2.3993 Iteration 671: Error Rate = 38.50%
Training weights: w5 =   0.0220 w4 =   0.0272 w3 =  -0.0859 w2 =  -0.2919 w1 =  -0.0126 w0 =   2.3946 Iteration 672: Error Rate = 39.12%
Training weights: w5 =   0.0257 w4 =   0.0255 w3 =  -0.0869 w2 =  -0.2930 w1 =  -0.0175 w0 =   2.3909 Iteration 673: Error Rate = 36.62%
Training weights: w5 =   0.0315 w4 =   0.0324 w3 =  -0.0814 w2 =  -0.2837 w1 =  -0.0116 w0 =   2.3880 Iteration 674: Error Rate = 40.12%
Training weights: w5 =   0.0239 w4 =   0.0256 w3 =  -0.0861 w2 =  -0.2886 w1 =  -0.0148 w0 =   2.3838 Iteration 675: Error Rate = 36.75%
Training weights: w5 =   0.0223 w4 =   0.0292 w3 =  -0.0859 w2 =  -0.2844 w1 =  -0.0168 w0 =   2.3808 Iteration 676: Error Rate = 34.50%
Training weights: w5 =   0.0229 w4 =   0.0270 w3 =  -0.0841 w2 =  -0.2838 w1 =  -0.0204 w0 =   2.3770 Iteration 677: Error Rate = 36.25%
Training weights: w5 =   0.0229 w4 =   0.0280 w3 =  -0.0773 w2 =  -0.2831 w1 =  -0.0220 w0 =   2.3737 Iteration 678: Error Rate = 35.12%
Training weights: w5 =   0.0272 w4 =   0.0276 w3 =  -0.0813 w2 =  -0.2810 w1 =  -0.0203 w0 =   2.3701 Iteration 679: Error Rate = 37.50%
Training weights: w5 =   0.0271 w4 =   0.0243 w3 =  -0.0837 w2 =  -0.2815 w1 =  -0.0223 w0 =   2.3663 Iteration 680: Error Rate = 37.25%
Training weights: w5 =   0.0229 w4 =   0.0229 w3 =  -0.0852 w2 =  -0.2830 w1 =  -0.0094 w0 =   2.3625 Iteration 681: Error Rate = 38.00%
Training weights: w5 =   0.0221 w4 =   0.0272 w3 =  -0.0827 w2 =  -0.2812 w1 =  -0.0106 w0 =   2.3591 Iteration 682: Error Rate = 36.50%
Training weights: w5 =   0.0189 w4 =   0.0274 w3 =  -0.0836 w2 =  -0.2805 w1 =  -0.0043 w0 =   2.3555 Iteration 683: Error Rate = 38.25%
Training weights: w5 =   0.0177 w4 =   0.0265 w3 =  -0.0903 w2 =  -0.2754 w1 =  -0.0056 w0 =   2.3521 Iteration 684: Error Rate = 38.25%
Training weights: w5 =   0.0181 w4 =   0.0214 w3 =  -0.0874 w2 =  -0.2774 w1 =  -0.0083 w0 =   2.3484 Iteration 685: Error Rate = 35.88%
Training weights: w5 =   0.0229 w4 =   0.0226 w3 =  -0.0842 w2 =  -0.2765 w1 =  -0.0070 w0 =   2.3450 Iteration 686: Error Rate = 37.50%
Training weights: w5 =   0.0148 w4 =   0.0201 w3 =  -0.0872 w2 =  -0.2809 w1 =  -0.0129 w0 =   2.3409 Iteration 687: Error Rate = 37.62%
Training weights: w5 =   0.0182 w4 =   0.0231 w3 =  -0.0824 w2 =  -0.2797 w1 =  -0.0105 w0 =   2.3374 Iteration 688: Error Rate = 39.62%
Training weights: w5 =   0.0201 w4 =   0.0162 w3 =  -0.0855 w2 =  -0.2820 w1 =  -0.0106 w0 =   2.3332 Iteration 689: Error Rate = 38.75%
Training weights: w5 =   0.0266 w4 =   0.0224 w3 =  -0.0776 w2 =  -0.2777 w1 =  -0.0079 w0 =   2.3301 Iteration 690: Error Rate = 38.12%
Training weights: w5 =   0.0243 w4 =   0.0125 w3 =  -0.0789 w2 =  -0.2864 w1 =  -0.0127 w0 =   2.3256 Iteration 691: Error Rate = 36.62%
Training weights: w5 =   0.0299 w4 =   0.0227 w3 =  -0.0726 w2 =  -0.2761 w1 =  -0.0092 w0 =   2.3230 Iteration 692: Error Rate = 37.25%
Training weights: w5 =   0.0268 w4 =   0.0169 w3 =  -0.0828 w2 =  -0.2801 w1 =  -0.0156 w0 =   2.3185 Iteration 693: Error Rate = 38.12%
Training weights: w5 =   0.0202 w4 =   0.0206 w3 =  -0.0789 w2 =  -0.2761 w1 =  -0.0187 w0 =   2.3154 Iteration 694: Error Rate = 34.62%
Training weights: w5 =   0.0210 w4 =   0.0191 w3 =  -0.0784 w2 =  -0.2750 w1 =  -0.0175 w0 =   2.3112 Iteration 695: Error Rate = 41.25%
Training weights: w5 =   0.0190 w4 =   0.0188 w3 =  -0.0732 w2 =  -0.2727 w1 =  -0.0118 w0 =   2.3074 Iteration 696: Error Rate = 42.88%
Training weights: w5 =   0.0236 w4 =   0.0173 w3 =  -0.0737 w2 =  -0.2732 w1 =  -0.0187 w0 =   2.3036 Iteration 697: Error Rate = 36.75%
Training weights: w5 =   0.0245 w4 =   0.0184 w3 =  -0.0801 w2 =  -0.2752 w1 =  -0.0202 w0 =   2.2994 Iteration 698: Error Rate = 40.00%
Training weights: w5 =   0.0335 w4 =   0.0177 w3 =  -0.0773 w2 =  -0.2725 w1 =  -0.0168 w0 =   2.2960 Iteration 699: Error Rate = 37.50%
Training weights: w5 =   0.0389 w4 =   0.0175 w3 =  -0.0761 w2 =  -0.2708 w1 =  -0.0186 w0 =   2.2922 Iteration 700: Error Rate = 38.00%
Training weights: w5 =   0.0307 w4 =   0.0163 w3 =  -0.0766 w2 =  -0.2749 w1 =  -0.0191 w0 =   2.2882 Iteration 701: Error Rate = 37.25%
Training weights: w5 =   0.0305 w4 =   0.0128 w3 =  -0.0792 w2 =  -0.2771 w1 =  -0.0179 w0 =   2.2843 Iteration 702: Error Rate = 36.88%
Training weights: w5 =   0.0293 w4 =   0.0148 w3 =  -0.0753 w2 =  -0.2763 w1 =  -0.0115 w0 =   2.2810 Iteration 703: Error Rate = 37.12%
Training weights: w5 =   0.0278 w4 =   0.0207 w3 =  -0.0765 w2 =  -0.2735 w1 =  -0.0143 w0 =   2.2771 Iteration 704: Error Rate = 42.62%
Training weights: w5 =   0.0260 w4 =   0.0154 w3 =  -0.0766 w2 =  -0.2786 w1 =  -0.0180 w0 =   2.2728 Iteration 705: Error Rate = 37.12%
Training weights: w5 =   0.0239 w4 =   0.0167 w3 =  -0.0734 w2 =  -0.2779 w1 =  -0.0124 w0 =   2.2694 Iteration 706: Error Rate = 38.25%
Training weights: w5 =   0.0256 w4 =   0.0144 w3 =  -0.0750 w2 =  -0.2773 w1 =  -0.0123 w0 =   2.2657 Iteration 707: Error Rate = 35.38%
Training weights: w5 =   0.0269 w4 =   0.0165 w3 =  -0.0803 w2 =  -0.2768 w1 =  -0.0123 w0 =   2.2619 Iteration 708: Error Rate = 38.25%
Training weights: w5 =   0.0242 w4 =   0.0158 w3 =  -0.0747 w2 =  -0.2733 w1 =  -0.0088 w0 =   2.2587 Iteration 709: Error Rate = 35.50%
Training weights: w5 =   0.0226 w4 =   0.0235 w3 =  -0.0729 w2 =  -0.2690 w1 =  -0.0085 w0 =   2.2557 Iteration 710: Error Rate = 36.00%
Training weights: w5 =   0.0185 w4 =   0.0228 w3 =  -0.0787 w2 =  -0.2689 w1 =  -0.0121 w0 =   2.2520 Iteration 711: Error Rate = 35.88%
Training weights: w5 =   0.0218 w4 =   0.0222 w3 =  -0.0741 w2 =  -0.2711 w1 =  -0.0156 w0 =   2.2480 Iteration 712: Error Rate = 37.50%
Training weights: w5 =   0.0193 w4 =   0.0206 w3 =  -0.0781 w2 =  -0.2744 w1 =  -0.0155 w0 =   2.2440 Iteration 713: Error Rate = 37.25%
Training weights: w5 =   0.0289 w4 =   0.0257 w3 =  -0.0755 w2 =  -0.2681 w1 =  -0.0095 w0 =   2.2411 Iteration 714: Error Rate = 37.38%
Training weights: w5 =   0.0196 w4 =   0.0257 w3 =  -0.0779 w2 =  -0.2701 w1 =  -0.0122 w0 =   2.2371 Iteration 715: Error Rate = 37.75%
Training weights: w5 =   0.0205 w4 =   0.0264 w3 =  -0.0797 w2 =  -0.2705 w1 =  -0.0139 w0 =   2.2332 Iteration 716: Error Rate = 38.88%
Training weights: w5 =   0.0162 w4 =   0.0333 w3 =  -0.0754 w2 =  -0.2682 w1 =  -0.0065 w0 =   2.2302 Iteration 717: Error Rate = 35.25%
Training weights: w5 =   0.0112 w4 =   0.0229 w3 =  -0.0784 w2 =  -0.2774 w1 =  -0.0154 w0 =   2.2253 Iteration 718: Error Rate = 37.38%
Training weights: w5 =   0.0127 w4 =   0.0247 w3 =  -0.0767 w2 =  -0.2700 w1 =  -0.0103 w0 =   2.2222 Iteration 719: Error Rate = 38.62%
Training weights: w5 =   0.0191 w4 =   0.0301 w3 =  -0.0737 w2 =  -0.2618 w1 =  -0.0166 w0 =   2.2194 Iteration 720: Error Rate = 33.75%
Training weights: w5 =   0.0197 w4 =   0.0282 w3 =  -0.0696 w2 =  -0.2629 w1 =  -0.0124 w0 =   2.2161 Iteration 721: Error Rate = 35.88%
Training weights: w5 =   0.0208 w4 =   0.0234 w3 =  -0.0702 w2 =  -0.2654 w1 =  -0.0154 w0 =   2.2120 Iteration 722: Error Rate = 37.88%
Training weights: w5 =   0.0158 w4 =   0.0196 w3 =  -0.0703 w2 =  -0.2678 w1 =  -0.0139 w0 =   2.2080 Iteration 723: Error Rate = 38.38%
Training weights: w5 =   0.0232 w4 =   0.0182 w3 =  -0.0761 w2 =  -0.2660 w1 =  -0.0154 w0 =   2.2046 Iteration 724: Error Rate = 35.50%
Training weights: w5 =   0.0227 w4 =   0.0242 w3 =  -0.0731 w2 =  -0.2640 w1 =  -0.0155 w0 =   2.2012 Iteration 725: Error Rate = 37.25%
Training weights: w5 =   0.0165 w4 =   0.0286 w3 =  -0.0759 w2 =  -0.2602 w1 =  -0.0138 w0 =   2.1979 Iteration 726: Error Rate = 36.38%
Training weights: w5 =   0.0182 w4 =   0.0220 w3 =  -0.0816 w2 =  -0.2652 w1 =  -0.0198 w0 =   2.1932 Iteration 727: Error Rate = 39.62%
Training weights: w5 =   0.0166 w4 =   0.0203 w3 =  -0.0741 w2 =  -0.2653 w1 =  -0.0189 w0 =   2.1896 Iteration 728: Error Rate = 38.75%
Training weights: w5 =   0.0277 w4 =   0.0249 w3 =  -0.0697 w2 =  -0.2609 w1 =  -0.0162 w0 =   2.1866 Iteration 729: Error Rate = 35.75%
Training weights: w5 =   0.0253 w4 =   0.0209 w3 =  -0.0704 w2 =  -0.2642 w1 =  -0.0206 w0 =   2.1828 Iteration 730: Error Rate = 36.00%
Training weights: w5 =   0.0239 w4 =   0.0160 w3 =  -0.0763 w2 =  -0.2703 w1 =  -0.0232 w0 =   2.1786 Iteration 731: Error Rate = 35.75%
Training weights: w5 =   0.0282 w4 =   0.0280 w3 =  -0.0715 w2 =  -0.2598 w1 =  -0.0109 w0 =   2.1762 Iteration 732: Error Rate = 37.75%
Training weights: w5 =   0.0296 w4 =   0.0225 w3 =  -0.0741 w2 =  -0.2670 w1 =  -0.0158 w0 =   2.1714 Iteration 733: Error Rate = 38.75%
Training weights: w5 =   0.0282 w4 =   0.0219 w3 =  -0.0745 w2 =  -0.2622 w1 =  -0.0146 w0 =   2.1679 Iteration 734: Error Rate = 39.12%
Training weights: w5 =   0.0273 w4 =   0.0224 w3 =  -0.0756 w2 =  -0.2597 w1 =  -0.0179 w0 =   2.1649 Iteration 735: Error Rate = 34.00%
Training weights: w5 =   0.0286 w4 =   0.0248 w3 =  -0.0726 w2 =  -0.2577 w1 =  -0.0149 w0 =   2.1615 Iteration 736: Error Rate = 38.25%
Training weights: w5 =   0.0228 w4 =   0.0253 w3 =  -0.0700 w2 =  -0.2602 w1 =  -0.0198 w0 =   2.1576 Iteration 737: Error Rate = 38.88%
Training weights: w5 =   0.0258 w4 =   0.0307 w3 =  -0.0713 w2 =  -0.2545 w1 =  -0.0188 w0 =   2.1542 Iteration 738: Error Rate = 39.00%
Training weights: w5 =   0.0263 w4 =   0.0272 w3 =  -0.0742 w2 =  -0.2602 w1 =  -0.0143 w0 =   2.1497 Iteration 739: Error Rate = 39.62%
Training weights: w5 =   0.0224 w4 =   0.0295 w3 =  -0.0753 w2 =  -0.2617 w1 =  -0.0147 w0 =   2.1459 Iteration 740: Error Rate = 39.75%
Training weights: w5 =   0.0231 w4 =   0.0281 w3 =  -0.0819 w2 =  -0.2608 w1 =  -0.0111 w0 =   2.1420 Iteration 741: Error Rate = 38.12%
Training weights: w5 =   0.0320 w4 =   0.0309 w3 =  -0.0813 w2 =  -0.2574 w1 =  -0.0172 w0 =   2.1388 Iteration 742: Error Rate = 35.25%
Training weights: w5 =   0.0314 w4 =   0.0281 w3 =  -0.0778 w2 =  -0.2599 w1 =  -0.0208 w0 =   2.1351 Iteration 743: Error Rate = 37.38%
Training weights: w5 =   0.0268 w4 =   0.0223 w3 =  -0.0778 w2 =  -0.2638 w1 =  -0.0207 w0 =   2.1309 Iteration 744: Error Rate = 38.25%
Training weights: w5 =   0.0250 w4 =   0.0260 w3 =  -0.0753 w2 =  -0.2604 w1 =  -0.0165 w0 =   2.1274 Iteration 745: Error Rate = 41.62%
Training weights: w5 =   0.0230 w4 =   0.0255 w3 =  -0.0729 w2 =  -0.2584 w1 =  -0.0151 w0 =   2.1240 Iteration 746: Error Rate = 35.00%
Training weights: w5 =   0.0215 w4 =   0.0225 w3 =  -0.0758 w2 =  -0.2622 w1 =  -0.0183 w0 =   2.1201 Iteration 747: Error Rate = 35.12%
Training weights: w5 =   0.0270 w4 =   0.0275 w3 =  -0.0696 w2 =  -0.2581 w1 =  -0.0152 w0 =   2.1172 Iteration 748: Error Rate = 36.12%
Training weights: w5 =   0.0313 w4 =   0.0190 w3 =  -0.0746 w2 =  -0.2652 w1 =  -0.0208 w0 =   2.1126 Iteration 749: Error Rate = 38.62%
Training weights: w5 =   0.0259 w4 =   0.0203 w3 =  -0.0734 w2 =  -0.2641 w1 =  -0.0176 w0 =   2.1089 Iteration 750: Error Rate = 36.62%
Training weights: w5 =   0.0218 w4 =   0.0218 w3 =  -0.0763 w2 =  -0.2634 w1 =  -0.0105 w0 =   2.1058 Iteration 751: Error Rate = 33.12%
Training weights: w5 =   0.0280 w4 =   0.0263 w3 =  -0.0721 w2 =  -0.2591 w1 =  -0.0111 w0 =   2.1029 Iteration 752: Error Rate = 34.38%
Training weights: w5 =   0.0246 w4 =   0.0261 w3 =  -0.0697 w2 =  -0.2571 w1 =  -0.0077 w0 =   2.0996 Iteration 753: Error Rate = 35.12%
Training weights: w5 =   0.0229 w4 =   0.0227 w3 =  -0.0700 w2 =  -0.2605 w1 =  -0.0088 w0 =   2.0961 Iteration 754: Error Rate = 32.38%
Training weights: w5 =   0.0263 w4 =   0.0244 w3 =  -0.0686 w2 =  -0.2593 w1 =  -0.0127 w0 =   2.0922 Iteration 755: Error Rate = 40.62%
Training weights: w5 =   0.0289 w4 =   0.0217 w3 =  -0.0699 w2 =  -0.2622 w1 =  -0.0166 w0 =   2.0885 Iteration 756: Error Rate = 33.62%
Training weights: w5 =   0.0259 w4 =   0.0208 w3 =  -0.0722 w2 =  -0.2604 w1 =  -0.0137 w0 =   2.0847 Iteration 757: Error Rate = 38.25%
Training weights: w5 =   0.0260 w4 =   0.0213 w3 =  -0.0720 w2 =  -0.2602 w1 =  -0.0116 w0 =   2.0815 Iteration 758: Error Rate = 33.75%
Training weights: w5 =   0.0162 w4 =   0.0228 w3 =  -0.0747 w2 =  -0.2595 w1 =  -0.0127 w0 =   2.0780 Iteration 759: Error Rate = 36.38%
Training weights: w5 =   0.0154 w4 =   0.0216 w3 =  -0.0697 w2 =  -0.2569 w1 =  -0.0072 w0 =   2.0751 Iteration 760: Error Rate = 34.12%
Training weights: w5 =   0.0202 w4 =   0.0250 w3 =  -0.0671 w2 =  -0.2490 w1 =  -0.0083 w0 =   2.0721 Iteration 761: Error Rate = 37.00%
Training weights: w5 =   0.0184 w4 =   0.0193 w3 =  -0.0698 w2 =  -0.2530 w1 =  -0.0124 w0 =   2.0680 Iteration 762: Error Rate = 37.38%
Training weights: w5 =   0.0167 w4 =   0.0198 w3 =  -0.0740 w2 =  -0.2543 w1 =  -0.0146 w0 =   2.0644 Iteration 763: Error Rate = 36.75%
Training weights: w5 =   0.0198 w4 =   0.0300 w3 =  -0.0684 w2 =  -0.2454 w1 =  -0.0093 w0 =   2.0617 Iteration 764: Error Rate = 38.38%
Training weights: w5 =   0.0232 w4 =   0.0289 w3 =  -0.0695 w2 =  -0.2480 w1 =  -0.0155 w0 =   2.0578 Iteration 765: Error Rate = 36.38%
Training weights: w5 =   0.0218 w4 =   0.0249 w3 =  -0.0722 w2 =  -0.2513 w1 =  -0.0158 w0 =   2.0532 Iteration 766: Error Rate = 41.25%
Training weights: w5 =   0.0199 w4 =   0.0176 w3 =  -0.0775 w2 =  -0.2532 w1 =  -0.0149 w0 =   2.0493 Iteration 767: Error Rate = 35.62%
Training weights: w5 =   0.0156 w4 =   0.0209 w3 =  -0.0748 w2 =  -0.2511 w1 =  -0.0125 w0 =   2.0457 Iteration 768: Error Rate = 39.00%
Training weights: w5 =   0.0167 w4 =   0.0238 w3 =  -0.0671 w2 =  -0.2454 w1 =  -0.0075 w0 =   2.0428 Iteration 769: Error Rate = 37.12%
Training weights: w5 =   0.0108 w4 =   0.0170 w3 =  -0.0682 w2 =  -0.2497 w1 =  -0.0165 w0 =   2.0384 Iteration 770: Error Rate = 37.75%
Training weights: w5 =   0.0276 w4 =   0.0118 w3 =  -0.0650 w2 =  -0.2509 w1 =  -0.0148 w0 =   2.0347 Iteration 771: Error Rate = 36.12%
Training weights: w5 =   0.0188 w4 =   0.0125 w3 =  -0.0659 w2 =  -0.2534 w1 =  -0.0169 w0 =   2.0311 Iteration 772: Error Rate = 34.00%
Training weights: w5 =   0.0178 w4 =   0.0164 w3 =  -0.0632 w2 =  -0.2513 w1 =  -0.0163 w0 =   2.0279 Iteration 773: Error Rate = 33.75%
Training weights: w5 =   0.0171 w4 =   0.0104 w3 =  -0.0639 w2 =  -0.2538 w1 =  -0.0159 w0 =   2.0241 Iteration 774: Error Rate = 36.00%
Training weights: w5 =   0.0223 w4 =   0.0128 w3 =  -0.0656 w2 =  -0.2486 w1 =  -0.0191 w0 =   2.0208 Iteration 775: Error Rate = 36.62%
Training weights: w5 =   0.0287 w4 =   0.0124 w3 =  -0.0638 w2 =  -0.2479 w1 =  -0.0175 w0 =   2.0174 Iteration 776: Error Rate = 35.00%
Training weights: w5 =   0.0273 w4 =   0.0182 w3 =  -0.0641 w2 =  -0.2447 w1 =  -0.0074 w0 =   2.0146 Iteration 777: Error Rate = 35.88%
Training weights: w5 =   0.0250 w4 =   0.0184 w3 =  -0.0661 w2 =  -0.2454 w1 =  -0.0101 w0 =   2.0110 Iteration 778: Error Rate = 37.25%
Training weights: w5 =   0.0220 w4 =   0.0229 w3 =  -0.0685 w2 =  -0.2441 w1 =  -0.0143 w0 =   2.0071 Iteration 779: Error Rate = 39.62%
Training weights: w5 =   0.0214 w4 =   0.0254 w3 =  -0.0650 w2 =  -0.2430 w1 =  -0.0097 w0 =   2.0036 Iteration 780: Error Rate = 37.12%
Training weights: w5 =   0.0179 w4 =   0.0237 w3 =  -0.0704 w2 =  -0.2440 w1 =  -0.0097 w0 =   1.9997 Iteration 781: Error Rate = 37.12%
Training weights: w5 =   0.0194 w4 =   0.0263 w3 =  -0.0728 w2 =  -0.2420 w1 =  -0.0073 w0 =   1.9960 Iteration 782: Error Rate = 39.62%
Training weights: w5 =   0.0227 w4 =   0.0242 w3 =  -0.0805 w2 =  -0.2429 w1 =  -0.0041 w0 =   1.9920 Iteration 783: Error Rate = 39.50%
Training weights: w5 =   0.0263 w4 =   0.0274 w3 =  -0.0778 w2 =  -0.2404 w1 =  -0.0044 w0 =   1.9889 Iteration 784: Error Rate = 36.62%
Training weights: w5 =   0.0243 w4 =   0.0217 w3 =  -0.0771 w2 =  -0.2420 w1 =  -0.0093 w0 =   1.9851 Iteration 785: Error Rate = 36.25%
Training weights: w5 =   0.0183 w4 =   0.0264 w3 =  -0.0685 w2 =  -0.2370 w1 =  -0.0071 w0 =   1.9821 Iteration 786: Error Rate = 37.25%
Training weights: w5 =   0.0156 w4 =   0.0195 w3 =  -0.0686 w2 =  -0.2405 w1 =  -0.0084 w0 =   1.9780 Iteration 787: Error Rate = 36.62%
Training weights: w5 =   0.0204 w4 =   0.0204 w3 =  -0.0699 w2 =  -0.2390 w1 =  -0.0059 w0 =   1.9748 Iteration 788: Error Rate = 36.25%
Training weights: w5 =   0.0221 w4 =   0.0212 w3 =  -0.0680 w2 =  -0.2373 w1 =  -0.0100 w0 =   1.9713 Iteration 789: Error Rate = 38.38%
Training weights: w5 =   0.0272 w4 =   0.0202 w3 =  -0.0662 w2 =  -0.2367 w1 =  -0.0090 w0 =   1.9678 Iteration 790: Error Rate = 37.88%
Training weights: w5 =   0.0246 w4 =   0.0217 w3 =  -0.0687 w2 =  -0.2317 w1 =  -0.0057 w0 =   1.9647 Iteration 791: Error Rate = 36.62%
Training weights: w5 =   0.0189 w4 =   0.0261 w3 =  -0.0740 w2 =  -0.2315 w1 =  -0.0055 w0 =   1.9606 Iteration 792: Error Rate = 41.38%
Training weights: w5 =   0.0159 w4 =   0.0195 w3 =  -0.0759 w2 =  -0.2380 w1 =  -0.0188 w0 =   1.9560 Iteration 793: Error Rate = 38.75%
Training weights: w5 =   0.0226 w4 =   0.0274 w3 =  -0.0654 w2 =  -0.2336 w1 =  -0.0151 w0 =   1.9526 Iteration 794: Error Rate = 43.25%
Training weights: w5 =   0.0150 w4 =   0.0242 w3 =  -0.0714 w2 =  -0.2397 w1 =  -0.0173 w0 =   1.9484 Iteration 795: Error Rate = 35.25%
Training weights: w5 =   0.0225 w4 =   0.0218 w3 =  -0.0681 w2 =  -0.2390 w1 =  -0.0131 w0 =   1.9445 Iteration 796: Error Rate = 40.12%
Training weights: w5 =   0.0232 w4 =   0.0268 w3 =  -0.0678 w2 =  -0.2309 w1 =  -0.0061 w0 =   1.9414 Iteration 797: Error Rate = 39.62%
Training weights: w5 =   0.0188 w4 =   0.0192 w3 =  -0.0700 w2 =  -0.2353 w1 =  -0.0060 w0 =   1.9373 Iteration 798: Error Rate = 35.88%
Training weights: w5 =   0.0182 w4 =   0.0136 w3 =  -0.0721 w2 =  -0.2421 w1 =  -0.0127 w0 =   1.9329 Iteration 799: Error Rate = 36.75%
Training weights: w5 =   0.0180 w4 =   0.0201 w3 =  -0.0705 w2 =  -0.2335 w1 =  -0.0071 w0 =   1.9300 Iteration 800: Error Rate = 39.12%
Training weights: w5 =   0.0206 w4 =   0.0280 w3 =  -0.0712 w2 =  -0.2314 w1 =  -0.0152 w0 =   1.9267 Iteration 801: Error Rate = 37.38%
Training weights: w5 =   0.0170 w4 =   0.0275 w3 =  -0.0648 w2 =  -0.2291 w1 =  -0.0094 w0 =   1.9233 Iteration 802: Error Rate = 36.75%
Training weights: w5 =   0.0126 w4 =   0.0204 w3 =  -0.0634 w2 =  -0.2339 w1 =  -0.0133 w0 =   1.9192 Iteration 803: Error Rate = 35.62%
Training weights: w5 =   0.0185 w4 =   0.0176 w3 =  -0.0658 w2 =  -0.2359 w1 =  -0.0104 w0 =   1.9154 Iteration 804: Error Rate = 35.75%
Training weights: w5 =   0.0189 w4 =   0.0126 w3 =  -0.0662 w2 =  -0.2393 w1 =  -0.0229 w0 =   1.9113 Iteration 805: Error Rate = 35.38%
Training weights: w5 =   0.0177 w4 =   0.0262 w3 =  -0.0599 w2 =  -0.2284 w1 =  -0.0123 w0 =   1.9089 Iteration 806: Error Rate = 38.00%
Training weights: w5 =   0.0147 w4 =   0.0164 w3 =  -0.0705 w2 =  -0.2381 w1 =  -0.0181 w0 =   1.9036 Iteration 807: Error Rate = 38.62%
Training weights: w5 =   0.0221 w4 =   0.0190 w3 =  -0.0691 w2 =  -0.2357 w1 =  -0.0128 w0 =   1.9006 Iteration 808: Error Rate = 35.50%
Training weights: w5 =   0.0180 w4 =   0.0219 w3 =  -0.0646 w2 =  -0.2366 w1 =  -0.0142 w0 =   1.8969 Iteration 809: Error Rate = 38.62%
Training weights: w5 =   0.0204 w4 =   0.0263 w3 =  -0.0644 w2 =  -0.2340 w1 =  -0.0141 w0 =   1.8939 Iteration 810: Error Rate = 35.00%
